folder,dialogueID,date,from,to,text
3,159809.tsv,2007-07-02T08:48:00.000Z,kitche,newuser01,"python-gtk2 is probably one package you need"
3,159809.tsv,2007-07-02T08:49:00.000Z,newuser01,kitche,"thank you, i will look for it now =)"
3,250076.tsv,2006-03-03T17:26:00.000Z,pwb,,"pwb@tosh:~$ cardctl ident"
3,250076.tsv,2006-03-03T17:26:00.000Z,pwb,,"no pcmcia driver in /proc/devices"
3,250076.tsv,2006-03-03T17:28:00.000Z,moonunit,pwb,"#kubuntu-offtopic"
3,189018.tsv,2008-04-05T03:16:00.000Z,T4E|Soul,,"Moinsen"
3,189018.tsv,2008-04-05T03:16:00.000Z,T4E|Soul,,"Ist jemand hier der Deutsch kann ?"
3,189018.tsv,2008-04-05T03:16:00.000Z,damaltor,T4E|Soul,"Ja hier. aber bitte joine #ubuntu-de"
3,137911.tsv,2012-05-25T19:39:00.000Z,Advertising,,"please help !!!!!!!!!! http://www.kidsmag.ro /// is this real about ubuntu !? VIRUS free or not ?!"
3,137911.tsv,2012-05-25T19:39:00.000Z,Advertising,,"please help !!!!!!!!!! http://www.kidsmag.ro /// is this real about ubuntu !? VIRUS free or not ?!"
3,137911.tsv,2012-05-25T19:39:00.000Z,FloodBot1,Advertising,"Please don't flood; use http://paste.ubuntu.com to paste; don't use Enter as punctuation."
3,54495.tsv,2009-10-24T11:44:00.000Z,robot682,,"I would like to set up a wiki and a webpage on the same server but, use different names to reach them.  Does anyone know if this is possible?  Thank you."
3,54495.tsv,2009-10-24T11:46:00.000Z,robot682,,"Thank you >> Fool__"
3,54495.tsv,2009-10-24T11:46:00.000Z,Ihateapache,robot682,"word of advice; back up your apache config files or youll have to do a complete reinstall"
3,120560.tsv,2012-01-26T06:35:00.000Z,richard3,,"hey guys"
3,120560.tsv,2012-01-26T06:36:00.000Z,richard3,,"i'd like some help with ubuntu, i just installed it however i have a problem when i stop using the hdmi output on it the machine stops working, so for example i've ssh'ed into it or vnc and I switch input to my cable box ssh stops responding and i lose the teamviewer connection"
3,120560.tsv,2012-01-26T06:37:00.000Z,ar0nic,richard3,"have you tried disabling the device before removing hdmi?"
3,201667.tsv,2006-11-07T08:06:00.000Z,variant,Trentster,"use a card that supports free software :D"
3,201667.tsv,2006-11-07T08:07:00.000Z,Trentster,variant,"like what?"
3,201667.tsv,2006-11-07T08:08:00.000Z,variant,Trentster,"radeon 9250"
3,103422.tsv,2009-09-14T11:38:00.000Z,Vinceman,,"how advanced is spyware in linux? is it possible to install?"
3,103422.tsv,2009-09-14T11:39:00.000Z,lstarnes,Vinceman,"spyware in linux is nowhere near as prevalent as on windows"
3,103422.tsv,2009-09-14T11:39:00.000Z,lstarnes,Vinceman,"linux is also typically more secure"
3,205499.tsv,2008-07-03T16:06:00.000Z,kaii,,"is there a PKG for Pidgin 2.4.3 out already somewhere?"
3,205499.tsv,2008-07-03T16:06:00.000Z,kaii,,"i dont want to compile from source"
3,205499.tsv,2008-07-03T16:06:00.000Z,Fryguy--,kaii,"try getdeb.net"
3,338979.tsv,2004-12-12T16:44:00.000Z,zombics,calc,"any ida?"
3,338979.tsv,2004-12-12T16:49:00.000Z,calc,zombics,"you need the libgtk dev package, etc"
3,338979.tsv,2004-12-12T16:49:00.000Z,calc,zombics,"those errors mean you don't have the needed development packages installed"
3,321316.tsv,2005-11-20T12:42:00.000Z,johnsie2k,,"what is the pengin liberation front?"
3,321316.tsv,2005-11-20T12:42:00.000Z,johnsie2k,,"!plf"
3,321316.tsv,2005-11-20T12:42:00.000Z,cafuego,johnsie2k,"google is your friend"
3,190312.tsv,2010-04-23T00:05:00.000Z,biborn,,"hello"
3,190312.tsv,2010-04-23T00:05:00.000Z,biborn,,"does anybody know how to run gedit in ubuntu using root??"
3,190312.tsv,2010-04-23T00:06:00.000Z,arand,biborn,"'gksudo gedit'"
3,93911.tsv,2008-11-22T05:59:00.000Z,Garnol9155,,"why does ubuntu does not have the latest open office version?"
3,93911.tsv,2008-11-22T05:59:00.000Z,Garnol9155,,"why is it not part of the 'updates'?"
3,93911.tsv,2008-11-22T06:00:00.000Z,LF|Irssi,Garnol9155,"i found you a beta if you dont mind? http://openoffice.bouncer.osuosl.org/?product=OpenOffice.org&os=linuxinteldeb&lang=en-US&version=3.0.0beta2"
3,199266.tsv,2007-03-20T11:10:00.000Z,anggarda,,"Hiello, all 930 ubuntuers, I've gotten myself a live cd. Problem is, its went to suspend on my notebook. How do I recover from it."
3,199266.tsv,2007-03-20T11:11:00.000Z,anggarda,,"anyone? how do I recover from a suspend in ubuntu?"
3,199266.tsv,2007-03-20T11:12:00.000Z,GenNMX,anggarda,"Have you tried hitting the spacebar on your keyboard? Or quickly hitting the power button?"
3,222761.tsv,2007-12-09T03:22:00.000Z,david_J,,"ugh having font problems"
3,222761.tsv,2007-12-09T03:23:00.000Z,Jack_Sparrow,david_J,"did you just install some game in wine?"
3,222761.tsv,2007-12-09T03:58:00.000Z,Jack_Sparrow,david_J,"knowing now what he is doing I am sorry I tolf him.. almost..   he will need to know how to mount the iso next..."
3,93021.tsv,2011-04-01T18:17:00.000Z,edoctoor,,"can the bootloader ummm.. I mean the grub2 be created on the C: drive or drive zero?"
3,93021.tsv,2011-04-01T18:17:00.000Z,edoctoor,,"if so how?"
3,93021.tsv,2011-04-01T18:18:00.000Z,ruan,edoctoor,"yes, by installing grub on it and changing boot priority"
3,195225.tsv,2010-02-11T04:59:00.000Z,RB2_,,"Evening all"
3,195225.tsv,2010-02-11T05:00:00.000Z,RB2_,,"Has anyone here had any problems installing karmic on a Dell Vostro 1500? The CD boots, but when selecting any option (check media, install, etc.) the drive spins up for a second, then back down and it just sits there."
3,195225.tsv,2010-02-11T05:02:00.000Z,genii,RB2_,"Might want to check the Laptop Testing Team pages for any known issues"
3,57335.tsv,2011-04-06T13:20:00.000Z,sjefen6,,"how do I list ports that is in use?"
3,57335.tsv,2011-04-06T13:20:00.000Z,llutz_,sjefen6,"netstat -tulpen"
3,57335.tsv,2011-04-06T13:20:00.000Z,sjefen6,llutz_,"tnx"
3,190690.tsv,2008-04-13T00:43:00.000Z,binarical-app,,"wont we get moved to the ubuntu room, on hardy release?"
3,190690.tsv,2008-04-13T00:43:00.000Z,IndyGunFreak,binarical-app,"yes.. and +1 will close for a short while, then when the beta of Intrepid comes out, it will reopen, least thats the past its taken with all the other releases"
3,190690.tsv,2008-04-13T01:17:00.000Z,IndyGunFreak,binarical-app,"surely you're not suggesting searchign for a problem and then following the instructions completely, rather than halfway"
3,162039.tsv,2007-12-23T06:13:00.000Z,jadder,Pelo,"my friend smilevil has a problem can you help him, please?"
3,162039.tsv,2007-12-23T06:13:00.000Z,Pelo,jadder,"what is the problem i haven't notices his quesiton"
3,162039.tsv,2007-12-23T06:18:00.000Z,Pelo,jadder,"what is smilevil 's native language ?"
3,228259.tsv,2006-06-13T10:05:00.000Z,garryfre,,"I note that googleearth has a version for unix, but it doesn't say linux. Perhaps there isnt' one for linux, but for some sort of unix system"
3,228259.tsv,2006-06-13T10:06:00.000Z,hastesaver,garryfre,"it works (somewhat) on my Dapper"
3,228259.tsv,2006-06-13T10:06:00.000Z,garryfre,hastesaver,"Yep."
3,325904.tsv,2005-10-28T16:25:00.000Z,njan,,"s/here/hear/"
3,325904.tsv,2005-10-28T16:25:00.000Z,kbrooks,njan,"its here"
3,325904.tsv,2005-10-28T16:25:00.000Z,njan,kbrooks,"I got there before you did. :P"
3,162293.tsv,2007-06-15T11:12:00.000Z,LDSTrooper,,"Greetings!"
3,162293.tsv,2007-06-15T11:13:00.000Z,LDSTrooper,,"I am about to add a second gig of RAM to my system"
3,162293.tsv,2007-06-15T11:13:00.000Z,keeev,LDSTrooper,"lovely."
3,191971.tsv,2007-01-12T16:14:00.000Z,un_operateur,||cw,"why not just _mount_ your floppy? sounds like overdoing it :)"
3,191971.tsv,2007-01-12T16:14:00.000Z,||cw,un_operateur,"don't have one.  I occationaly burn the images as bootbale cd's"
3,191971.tsv,2007-01-12T16:15:00.000Z,un_operateur,||cw,"ahh i see ok .. nm :)"
3,318801.tsv,2009-03-02T01:53:00.000Z,SuspectZero,,"hey there"
3,318801.tsv,2009-03-02T01:53:00.000Z,SuspectZero,,"if i format is there a way i can save my setttings?"
3,318801.tsv,2009-03-02T01:53:00.000Z,Dr_willis,SuspectZero," copy them somewhere else first."
3,66328.tsv,2009-11-13T22:40:00.000Z,fahadsadah,,"Today's oldnewthing post was quite enlightening."
3,66328.tsv,2009-11-13T22:40:00.000Z,fahadsadah,,"Wrong channel"
3,66328.tsv,2009-11-13T22:41:00.000Z,om26er,fahadsadah,"haan beta"
3,5796.tsv,2012-03-24T19:07:00.000Z,gvo,remoteCTRL,"He might not have an xorg.conf"
3,5796.tsv,2012-03-24T19:08:00.000Z,remoteCTRL,gvo,"considering the history of his problem, yes he does...:)"
3,5796.tsv,2012-03-24T19:08:00.000Z,gvo,remoteCTRL,"OK"
3,139418.tsv,2009-10-22T14:04:00.000Z,redwyrm,,"When I run apt-get, it crashes halfway through the 'Building dependency tree...' stage. How can I fix this?"
3,139418.tsv,2009-10-22T14:05:00.000Z,zhaozhou,redwyrm,"ouch."
3,139418.tsv,2009-10-22T14:09:00.000Z,zhaozhou,redwyrm,"apt-get segment faulting, that's just... bad."
3,239577.tsv,2006-04-22T16:07:00.000Z,vars,,"is macromedia shockwave the sema as flash 8?"
3,239577.tsv,2006-04-22T16:07:00.000Z,Warbo,vars,"No. Flash 8 is for 2D stuff, shockwae is basic 3D"
3,239577.tsv,2006-04-22T16:07:00.000Z,Warbo,vars,"Flash 7 works fine, and 8 is just an update. I don;t think shockwave works at all on Linux (except for WINE)"
3,124272.tsv,2008-10-17T03:42:00.000Z,Enissay,,"I've just installed Ubuntu, and i can't access to my other internal HD, i got this message: $Logfile indicates unclean shutdown (0, 0) Failed to mount '/dev/sdb5: Operation not supported Mount because NTFS is marked to be in use..... Any idea how to fix this??"
3,124272.tsv,2008-10-17T03:43:00.000Z,Killeroid,Enissay,"you have to log back into windows and properly shutdown windows"
3,124272.tsv,2008-10-17T03:43:00.000Z,Enissay,Killeroid,"ok, i'll do it now...."
3,246755.tsv,2007-01-14T08:42:00.000Z,funkmunky,,"how do i save my settings for ndiswrapper.  Everytime i restart i have to reconfigure my essid and password again"
3,246755.tsv,2007-01-14T08:42:00.000Z,kitche,funkmunky,"essid and password have nothing to do with ndiswrapper"
3,246755.tsv,2007-01-14T08:44:00.000Z,kitche,funkmunky,"you can use gnome-network-manager to save it"
3,108247.tsv,2010-10-30T09:31:00.000Z,Error404NotFound,,"When upgrading from commandline i see '13 packages are going to be removed. 100 new packages are going to be installed. 538 packages are going to be upgraded'. Any way to list what exactly is going to be removed"
3,108247.tsv,2010-10-30T09:33:00.000Z,meanieface,Error404NotFound,"you can use aptitude"
3,108247.tsv,2010-10-30T09:33:00.000Z,meanieface,Error404NotFound,"just move over the packages and hit spacebar to open up the tree"
3,155771.tsv,2007-08-24T11:38:00.000Z,theron,avis,"and see? now we're name calling.  heh."
3,155771.tsv,2007-08-24T11:38:00.000Z,avis,theron,"you contradict yourself"
3,155771.tsv,2007-08-24T11:38:00.000Z,theron,avis,"how?"
3,150796.tsv,2007-09-17T16:12:00.000Z,xfreakk,,"judgegeo: you are already connected to the internet"
3,150796.tsv,2007-09-17T16:13:00.000Z,kkathman,xfreakk," might mean another computer with ubuntu on it :)"
3,150796.tsv,2007-09-17T16:13:00.000Z,xfreakk,kkathman,"ah yes that is very possible"
3,309713.tsv,2005-05-05T09:13:00.000Z,flex_,," DanglyBits: tar zxvf filename"
3,309713.tsv,2005-05-05T09:14:00.000Z,flex_,,"yay ive got ubuntu iso"
3,309713.tsv,2005-05-05T09:14:00.000Z,DanglyBits,flex_,"thanks"
3,141248.tsv,2008-10-29T16:45:00.000Z,md22,,"for someone interested in learning programming and also learning about how an Operating System works do you guys think that Ubuntu offers more advantages in this area over Windows Vista (which i current have installed)?"
3,141248.tsv,2008-10-29T16:45:00.000Z,extor,md22,"hell yeahhhhhh"
3,141248.tsv,2008-10-29T16:46:00.000Z,extor,md22,"unix has always been a programmers OS rather than an office workers OS"
3,212431.tsv,2011-04-12T18:43:00.000Z,melter,,"my employer just switched to microsoft exchange for email; does anyone know a way to read my email on ubuntu?"
3,212431.tsv,2011-04-12T18:45:00.000Z,wookienz,melter,"get a new employer!"
3,212431.tsv,2011-04-12T18:45:00.000Z,melter,wookienz,"if i can't read my email, i may have no choice"
3,53675.tsv,2010-10-05T11:19:00.000Z,dborba,,"#&$@#^!!!! - why the * does dkpg keep hanging :\"
3,53675.tsv,2010-10-05T11:19:00.000Z,magnetron,dborba,"do you get any error messages?"
3,53675.tsv,2010-10-05T11:21:00.000Z,dborba,magnetron,"nope - it just never finishes unpacking. last time i killed the session that was running it. then manually killed apt-get and dkpg. manually removed the lock & ran dpkg --configure -a"
3,42736.tsv,2012-02-07T08:31:00.000Z,ksx4system,,"is there something like daily build of 12.04?"
3,42736.tsv,2012-02-07T08:31:00.000Z,ksx4system,,"I'd love to make custom LiveCD rebuild of this one"
3,42736.tsv,2012-02-07T08:31:00.000Z,Oer,ksx4system,"yes, but support is in @ubuntu+1"
3,109334.tsv,2008-06-17T23:28:00.000Z,plinde,,"if i wanted to install the new FF3.0 final as my default browser in hardy, am i going to be replacing /usr/bin, and so on? or should I just extract it to my home and change my shortcuts?"
3,109334.tsv,2008-06-17T23:28:00.000Z,ASULutzy,plinde,"I would expect it'd be available in the repositories very soon"
3,109334.tsv,2008-06-17T23:28:00.000Z,ASULutzy,plinde,"I'm just going to wait till I can apt-get it, though I did download and install it on Windows VM"
3,292488.tsv,2005-11-09T16:19:00.000Z,WildZeck,,"make a symbolic link from libstcc++ ... so to libstdc++-libc6.2-2.so.3"
3,292488.tsv,2005-11-09T16:20:00.000Z,WildZeck,,"budluva,"
3,292488.tsv,2005-11-09T16:20:00.000Z,budluva,WildZeck,"yes?"
3,333476.tsv,2005-04-22T12:07:00.000Z,St0n3-C0l,,"Shufla"
3,333476.tsv,2005-04-22T12:08:00.000Z,St0n3-C0l,,"ahh...nice name :P"
3,333476.tsv,2005-04-22T12:09:00.000Z,Shufla,St0n3-C0l,"yes?"
3,84725.tsv,2009-07-23T03:17:00.000Z,javimansilla,,"does anyone know how to install python2.3 on jaunty?"
3,84725.tsv,2009-07-23T03:17:00.000Z,Titan8990,javimansilla,"why in the would you want to do that?"
3,84725.tsv,2009-07-23T03:18:00.000Z,javimansilla,Titan8990,"I have to. Support for old zopes"
3,163278.tsv,2009-12-10T05:50:00.000Z,patriconway,,"hey what's the package name for the dvd decryption package in ubuntu 9.10? formerly known as libdvdcss2"
3,163278.tsv,2009-12-10T05:51:00.000Z,Billiard,patriconway,"you need to install that package with a different command, one sec"
3,163278.tsv,2009-12-10T05:52:00.000Z,Billiard,patriconway,"you might want   /usr/share/doc/libdvdread4/install-css.sh"
3,69679.tsv,2010-11-11T13:24:00.000Z,molded,," /msg NickServ identify privet74"
3,69679.tsv,2010-11-11T13:24:00.000Z,ejv,molded,"time to change your password, we all just saw that sir."
3,69679.tsv,2010-11-11T13:25:00.000Z,ejv,molded,"/msg nickserv help setpass"
3,120172.tsv,2011-01-08T10:05:00.000Z,Danny78,,"How do I e-mail the output of a command from tty?"
3,120172.tsv,2011-01-08T10:06:00.000Z,Danny78,,"or can I send output to pastebin from tty?"
3,120172.tsv,2011-01-08T10:07:00.000Z,SeaPhor,Danny78,"<command> | less >> test.txt && pastebinit test.txt"
3,182878.tsv,2007-02-01T12:38:00.000Z,Stormx2,,"!keyboard | Cyrus25801"
3,182878.tsv,2007-02-01T12:38:00.000Z,Ervonia,Stormx2,"Did you get my PM's?"
3,182878.tsv,2007-02-01T12:38:00.000Z,Stormx2,Ervonia,"Oh, yeah. 1 sec"
3,92064.tsv,2008-11-07T19:35:00.000Z,cyphase,,"Has anyone been able to create a live USB image?"
3,92064.tsv,2008-11-07T19:36:00.000Z,sschaefer,cyphase,"debootstrap"
3,92064.tsv,2008-11-07T19:37:00.000Z,cyphase,sschaefer,"i mean with usb-creator"
3,72990.tsv,2009-05-02T03:31:00.000Z,burntresistor,,"im trying to change my login a tar.gz  file works but for some reason a tar.bz2 file doesnt want kind of update do i need"
3,72990.tsv,2009-05-02T03:31:00.000Z,coleys,burntresistor,"You mean the theme?"
3,72990.tsv,2009-05-02T03:34:00.000Z,coleys,burntresistor,"It doesn;t have anything to do with theme?"
3,272916.tsv,2008-03-08T07:20:00.000Z,[sigh],,"how do I get ubuntu or X11 or whatever's in charge to never again use 24-bit depth? my display doesn't support it =/"
3,272916.tsv,2008-03-08T07:20:00.000Z,[sigh],,"tried that, but it resets when I try to change the resolution"
3,272916.tsv,2008-03-08T07:21:00.000Z,soundray,[sigh],"'sudo dpkg-reconfigure xserver-xorg' -- you can permanently disable 24bit through there"
3,148844.tsv,2007-10-23T20:31:00.000Z,french-kiss,,"hello"
3,148844.tsv,2007-10-23T20:31:00.000Z,french-kiss,,"can i use my ubuntu gutsy pc as a ftp serverß"
3,148844.tsv,2007-10-23T20:32:00.000Z,Alp`,french-kiss,"sure. there is a server version of ubuntu..."
3,99930.tsv,2009-05-02T03:04:00.000Z,Azati_Prime,,"Hello.  I'm having some trouble getting my printer to work."
3,99930.tsv,2009-05-02T03:05:00.000Z,Azati_Prime,,"I was wondering if anyone knew anything about the canon ip2600."
3,99930.tsv,2009-05-02T03:05:00.000Z,MarkJones,Azati_Prime,"Did you check manufacturers site for linux driver?"
3,130962.tsv,2010-05-05T23:24:00.000Z,Dracari,,"was it a smart move to install Beta 2 and run  'sudo apt-get upgrade'"
3,130962.tsv,2010-05-05T23:25:00.000Z,ActionParsnip,Dracari,"sure, you will get the latest install then"
3,130962.tsv,2010-05-05T23:26:00.000Z,ActionParsnip,Dracari,"what nvidia bug?"
3,190353.tsv,2012-04-12T05:27:00.000Z,lrojas,,"hi guys, i just installed vim-gtk on a fresh ubuntu 11.10  install.... but when i go to sash home, and search for gvim is not there..."
3,190353.tsv,2012-04-12T05:28:00.000Z,lrojas,,"anybody knows why i can launch it from command line but not from dash home?"
3,190353.tsv,2012-04-12T05:29:00.000Z,arand,lrojas,"Is it not called simply 'vim' ?"
3,228157.tsv,2006-06-09T12:13:00.000Z,djcabz,,"can anyone speak on compatibility of linux / ubuntu on both Dell laptops versus say Compaq/HP laptops."
3,228157.tsv,2006-06-09T12:13:00.000Z,NoUse,djcabz,"https://wiki.ubuntu.com/HardwareSupportMachinesLaptops"
3,228157.tsv,2006-06-09T12:14:00.000Z,djcabz,NoUse,"I'll start there."
3,143663.tsv,2007-10-24T23:35:00.000Z,LightHammer,,"hey guys, i've a big problem. My KDETV don't work normal^^, i've video but no sound under 7.10. Under 7.06 it was perfect. Why that? (Not updated, new installed)"
3,143663.tsv,2007-10-24T23:37:00.000Z,LightHammer,,"hello? nothing about my problem?"
3,143663.tsv,2007-10-24T23:38:00.000Z,mehevi,LightHammer,"yeah the forums dont scroll into infinity of questions... who wants to scroll and read that?"
3,147184.tsv,2012-04-28T09:25:00.000Z,radio,,"het schijnt dat men enkel bezig is met zichzelf dan met ubuntu"
3,147184.tsv,2012-04-28T09:25:00.000Z,bazhang,radio,"english here please"
3,147184.tsv,2012-04-28T09:27:00.000Z,bazhang,radio,"ubuntu support question?"
3,135691.tsv,2009-12-16T03:42:00.000Z,meatball,,"I installed virtualbox, now where is the application?"
3,135691.tsv,2009-12-16T03:43:00.000Z,meatball,,"kosharil yes launcher"
3,135691.tsv,2009-12-16T03:43:00.000Z,AJC_Z0,meatball,"Try Applications > Accessories"
3,248902.tsv,2008-10-19T22:20:00.000Z,zenguy311,,"does anyone have smooth flash 10 full screen playback..im not talking 'smoother' , Just plain smooth video playback?\"
3,248902.tsv,2008-10-19T22:21:00.000Z,bobertdos,zenguy311,"You may want to disable compiz. The two do not get along. When Compiz is enabled, flash defaults to software rendering."
3,248902.tsv,2008-10-19T22:28:00.000Z,bobertdos,zenguy311,"I've been waiting, but not yet"
3,72065.tsv,2009-04-25T23:04:00.000Z,Sazafraz,,"How come Adblock Plus doesn't work after I installed 9.04?"
3,72065.tsv,2009-04-25T23:05:00.000Z,ienorand,Sazafraz,"It works okay for me... save settings & reinstall?"
3,72065.tsv,2009-04-25T23:06:00.000Z,Sazafraz,ienorand,"Well the thing is I have the icon on the top right of firefox, but when I installed it, it never asked which filter I want to subscribe to"
3,35409.tsv,2010-12-29T13:31:00.000Z,hrhrhr,,"guys... it's been a long time since i've run linux on the desktop. any of you gamers? what issues am i likely to encounter?"
3,35409.tsv,2010-12-29T13:32:00.000Z,rystraum,hrhrhr,"Depends on what kind of games you play."
3,35409.tsv,2010-12-29T13:38:00.000Z,rystraum,hrhrhr,"They do. They just give out a binary-only version to distributions though."
3,215659.tsv,2006-08-03T08:06:00.000Z,skullripper,,"how do i know the speed of a proccesor in linux"
3,215659.tsv,2006-08-03T08:06:00.000Z,orbin,skullripper,"cat /proc/cpuinfo"
3,215659.tsv,2006-08-03T08:07:00.000Z,skullripper,orbin,"thanks"
3,158943.tsv,2007-07-24T14:21:00.000Z,amonkey,,"is there an equivlent of beryl-manager for compizfusion?"
3,158943.tsv,2007-07-24T14:21:00.000Z,tck-afk,amonkey,"gnome-compiz-manager"
3,158943.tsv,2007-07-24T14:22:00.000Z,amonkey,tck-afk,"ShackJack lusepuster_ thanks!"
3,307519.tsv,2005-06-22T12:40:00.000Z,paxor,,"Excuse my newbness. I just installed ubuntu, what's a smooth way to install KDE, opt-get?"
3,307519.tsv,2005-06-22T12:41:00.000Z,_kaz,paxor,"did you see www.kubuntu.org ?"
3,307519.tsv,2005-06-22T12:41:00.000Z,_kaz,paxor,"just checking, I'm a ubuntu newbie too."
3,59202.tsv,2012-09-07T07:55:00.000Z,King_Anthony,,"anyone running Ubuntu on an Acer Desktop?"
3,59202.tsv,2012-09-07T07:57:00.000Z,King_Anthony,,"Thinking about purchasing an Acer Desktop and I wanted to see if anyone has an opinion on it."
3,59202.tsv,2012-09-07T07:58:00.000Z,nyRednek,King_Anthony,"for the most part, linux works with all modern pc hardware...exceptions exist, and sometimes workarounds are necessary, but typically, it will work, and work well"
3,344906.tsv,2004-12-01T09:58:00.000Z,runixd,,"a quick question, warty hoary grumpy perky ?"
3,344906.tsv,2004-12-01T09:58:00.000Z,runixd,,"what is what?"
3,344906.tsv,2004-12-01T09:59:00.000Z,Riddell,runixd,"the codenames for the versions of ubuntu"
3,62344.tsv,2010-06-12T22:07:00.000Z,kiamo,,"how does typing in another language work in ubuntu?  I want to be able to type in simplified chinese.  Is it anything like the windows IME thing?"
3,62344.tsv,2010-06-12T22:09:00.000Z,trism,kiamo,"yes it is very much like the windows ime, you can install and set it up with System/Administration/Language Support (install the input methods), then you can configure it with System/Preferences/Ibus Preferences (since ibus is the default now instead of scim), then you can activate it in a text field with ctrl+space"
3,62344.tsv,2010-06-12T22:09:00.000Z,trism,kiamo,"make sure you set the input method to ibus in the Language Support dialog"
3,164362.tsv,2007-11-19T12:10:00.000Z,SpeakerMania,,"Every time I open FileZilla I get a dialog box that states: 'can't open file '/usr/share/mime-info/gimp.keys' (error 5: Input/output error)' and it is really starting to annoy. What can I do?"
3,164362.tsv,2007-11-19T12:12:00.000Z,lockd,SpeakerMania,"sudo touch /usr/share/mime-info/gimp.keys ? though I doubt that would work"
3,164362.tsv,2007-11-19T12:13:00.000Z,SpeakerMania,lockd,"Nope. I get 'cannot touch `/usr/share/mime-info/gimp.keys': Input/output error'"
3,93338.tsv,2009-10-17T12:45:00.000Z,kbp,,"apt-get install Gnomebaker -> cant find packages. ???? (Ubuntu 9.04)"
3,93338.tsv,2009-10-17T12:45:00.000Z,anon,kbp,"check your repos. I did that same thing and it worked just fine."
3,93338.tsv,2009-10-17T12:46:00.000Z,kbp,anon,"thanks :) let me check it"
3,286642.tsv,2005-10-19T05:53:00.000Z,rancorus,,"why does it seem that the update to Breezy will never end by doing it apt-get"
3,286642.tsv,2005-10-19T05:54:00.000Z,Renski,rancorus,"what kind of internet connection are you using?"
3,286642.tsv,2005-10-19T05:54:00.000Z,rancorus,Renski,"sympatico high-speed (pppoe)"
3,2323.tsv,2012-08-09T18:28:00.000Z,MonkeyDust,ganster," it's intalled by default to help people with disabilities"
3,2323.tsv,2012-08-09T18:30:00.000Z,ganster,MonkeyDust," mine ain't disabled"
3,2323.tsv,2012-08-10T16:49:00.000Z,MonkeyDust,ganster," try kompozer"
3,165030.tsv,2007-06-01T08:51:00.000Z,Soth,,"Quick question.  I see that (apparently) .deb files apt downloads are in /var/cache/apt/archives.  Is it safe to manually delete these to free up space or is there some other preferred method for cleaning those archives up?"
3,165030.tsv,2007-06-01T08:51:00.000Z,Soth,,"thanks"
3,165030.tsv,2007-06-01T08:51:00.000Z,rococo,Soth,"sudo apt-get clean and/or sudo apt-get autoclean"
3,12445.tsv,2011-08-14T03:33:00.000Z,leccy,,"why are there so many arch users hanging around ubuntu forums and chat? lol"
3,12445.tsv,2011-08-14T03:34:00.000Z,leccy,,"yeah but arch gets mentioned a lot - i feel i'm missing out on something"
3,12445.tsv,2011-08-14T03:34:00.000Z,Gentoo64,leccy,"nah you're not"
3,115157.tsv,2008-05-03T15:19:00.000Z,cwillu,crash91,"it's possible to directly upgrade, in the same sense as it's possible to climb hike across between toronto and vancouver"
3,115157.tsv,2008-05-03T15:19:00.000Z,cwillu,,"(drop climb from that sentence)"
3,115157.tsv,2008-05-03T15:20:00.000Z,crash91,cwillu,":)"
3,223765.tsv,2009-01-31T21:55:00.000Z,XB23,,"when i do  apt-get autoremove  it removes packages that i still need, is there a way to clear it so it wont remove things i still need?"
3,223765.tsv,2009-01-31T21:56:00.000Z,XB23,,"but the libs are still needed"
3,223765.tsv,2009-01-31T21:56:00.000Z,Jeruvy,XB23,"don't use autoremove, just do the packages you wish to remove normally"
3,331455.tsv,2005-01-30T17:14:00.000Z,AL|EN,,"Hi all"
3,331455.tsv,2005-01-30T17:15:00.000Z,AL|EN,,"Does Ubuntu support USB ADSL modems like Zoom5510A?"
3,331455.tsv,2005-01-30T17:16:00.000Z,stuNNed,AL|EN,"why don't you google if Linux supports that modem and if so, ubuntu probly does :)"
3,245142.tsv,2006-03-21T11:12:00.000Z,andrewPCT,Jhair,"yesterday"
3,245142.tsv,2006-03-21T11:12:00.000Z,Jhair,andrewPCT,"I wonder why Random_Transit expects breezy backports today :("
3,245142.tsv,2006-03-21T11:13:00.000Z,andrewPCT,Jhair,"i wonder why he hasn't just gone to dapper to get gnome 2.14, i think i had it in dapper on tuesday"
3,167742.tsv,2011-03-15T22:45:00.000Z,Guest95219,,"Install or not install: that is the question."
3,167742.tsv,2011-03-15T22:45:00.000Z,Guest95219,,"evening."
3,167742.tsv,2011-03-15T22:45:00.000Z,basselito,Guest95219,"Thats deep! ;-)"
3,54447.tsv,2009-10-25T04:52:00.000Z,camillem,,"Hi. Trying a fresh install of karmic RC but installation hangs at step 2 (choosing time ) The PC (vaio) had no pb under Jaunty. Anybody has an idea ?"
3,54447.tsv,2009-10-25T04:53:00.000Z,soldats,camillem,"try #ubuntu+1"
3,54447.tsv,2009-10-25T04:53:00.000Z,camillem,soldats,": thanks !"
3,25513.tsv,2012-03-09T22:12:00.000Z,Shojo,,"i'll buy a gc soon, what does linux support?"
3,25513.tsv,2012-03-09T22:12:00.000Z,Shojo,,"graphic card"
3,25513.tsv,2012-03-09T22:12:00.000Z,curiousx,Shojo,"buy a nvidia"
3,244535.tsv,2006-09-10T12:43:00.000Z,ryctor,,"dmesg and ifconfig it"
3,244535.tsv,2006-09-10T12:43:00.000Z,Raul654,ryctor,"- ifconfig does not find eth0"
